	ERR1249769	ERR1316001	ERR1250602	ERR1090144	ERR1316056	ERR1080267	ERR1160361	ERR1249930	ERR1160459	ERR1315815	ERR1091024	ERR1316029	ERR1091310	ERR1091169	ERR1390025	ERR1459021	ERR1551518	ERR1250581	ERR1090070	ERR1316149	ERR1315979	ERR1080217	ERR1597109	ERR1458875	ERR1075709	ERR1551511	ERR1250588	ERR1091816	ERR1315814	ERR1389776	ERR1080068	ERR1091106	ERR1250041	ERR1249664	ERR1091328	ERR1249774	ERR1458796	ERR1090680	ERR1090534	ERR1090448	ERR1390023	ERR1315853	ERR1080336	ERR1091294	ERR1458833	ERR1551513	ERR1090061	ERR1160726	ERR1389960	ERR1459093	ERR1249666	ERR1080325	ERR1089747	ERR1551515	ERR1090854	ERR1551523	ERR1546033	ERR1459100	ERR1249696	ERR1091614	ERR1077826	ERR1091079	ERR1091194	ERR1551514	ERR1551527	ERR1459019	ERR1417463	ERR1077413	ERR1091808	ERR1459014	ERR1250118	ERR1458849	ERR1389954	ERR1551508	ERR1316248	ERR1389902	ERR1389995	ERR1091493	ERR1551522	ERR1091058	ERR1090363	ERR1389699	ERR1090119	ERR1389996	ERR1551519	ERR1315819	ERR1551512	ERR1551521	ERR1315956	ERR1075862	ERR1090649	ERR1074630	ERR1160713	ERR1090362	ERR1091013	ERR1160718	ERR1249713	ERR1089826	ERR1678450	ERR1090681	ERR1458870	ERR1072896	ERR1072806	ERR1072833	ERR1072827	ERR1072648	ERR1072839	ERR1072645	ERR1072783	ERR1072669	ERR1072677	ERR1072690	ERR1072751	ERR1072809	ERR1072664	ERR1072670	ERR1072848	ERR1072685	ERR1072731	ERR1072665	ERR1072754	ERR1072742	ERR1072777	ERR1072772	ERR1072855	ERR1072755	ERR1072704	ERR1072851	ERR1072643	ERR1072695	ERR1072765	ERR1072828	ERR1072655	ERR1072818	ERR1072834	ERR1072802	ERR1072903	ERR1072816	ERR1072708	ERR1072757	ERR1072660	ERR1072843	ERR1072653	ERR1072807	ERR1072786	ERR1072663	ERR1072675	ERR1072644	ERR1072878	ERR1072910	ERR1072880	ERR1072908	ERR1072788	ERR1072741	ERR1072650	ERR1072674	ERR1072800	ERR1072706	ERR1072864	ERR1072892	ERR1072745	ERR1072886	ERR1072635	ERR1072629	ERR1072718	ERR1072905	ERR1072841	ERR1072678	ERR1072756	ERR1072867	ERR1072913	ERR1072844	ERR1072787	ERR1072760	ERR1072753	ERR1072856	ERR1072852	ERR1072825	ERR1072882	ERR1072907	ERR1072647	ERR1072911	ERR1072895	ERR1072709	ERR1072887	ERR1072813	ERR1072763	ERR1072853	ERR1072688	ERR1072662	ERR1072790	ERR1072773	ERR1072782	ERR1072696	ERR1072689	ERR1072879	ERR1249730	ERR1389766	ERR1315800	ERR1091008	ERR1090916	ERR1090687	ERR1091500	ERR1160623	ERR1080369	ERR1090709	ERR1316087	ERR1250575	ERR1072740	ERR1072909	ERR1678434	ERR1080201	ERR1678494	ERR1077619	ERR1080208	ERR1390024	ERR1090602	ERR1249776	ERR1090719	ERR1389949	ERR1678409	ERR1160434	ERR1249805	ERR1160564	ERR1316205	ERR1090713	ERR1090668	ERR1249842	ERR1090866	ERR1091125	ERR1389927	ERR1091661	ERR1091433	ERR1091288	ERR1091273	ERR1091464
k__Bacteria,p__Acidobacteria,c__iii1SLASH8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria,p__Acidobacteria,c__iii1SLASH8,o__32SLASH20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria,p__Acidobacteria,c__iii1SLASH8,o__DSSLASH18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria,p__Actinobacteria	438.0	41.0	513.0	104.0	6.0	9.0	4869.0	6417.0	539.0	1155.0	221.0	387.0	1408.0	42.0	26.0	1.0	130.0	1.0	803.0	274.0	0.0	18.0	466.0	1641.0	594.0	114.0	56.0	35.0	1150.0	37.0	241.0	1795.0	34.0	48.0	5528.0	987.0	32.0	52.0	35.0	56.0	28.0	21.0	12.0	12.0	5.0	59.0	330.0	6843.0	305.0	29.0	23.0	92.0	32.0	114.0	234.0	25.0	129.0	44.0	728.0	2180.0	166.0	291.0	233.0	56.0	43.0	27.0	301.0	9.0	170.0	174.0	592.0	29.0	1995.0	48.0	64.0	1006.0	67.0	527.0	56.0	9981.0	16.0	1089.0	764.0	65.0	108.0	12.0	269.0	97.0	4.0	70.0	766.0	75.0	76.0	51.0	92.0	4132.0	466.0	555.0	189.0	47.0	82.0	39.0	38.0	28.0	101.0	20.0	5137.0	32.0	11.0	76.0	511.0	12.0	15.0	190.0	391.0	47.0	159.0	2.0	19.0	973.0	666.0	5.0	4.0	4971.0	43.0	20.0	116.0	74.0	12.0	15.0	24.0	32.0	24.0	26.0	18.0	20.0	983.0	17.0	3.0	16.0	55.0	21.0	12.0	19.0	93.0	127.0	8.0	107.0	9.0	43.0	8.0	7.0	1371.0	127.0	61.0	7.0	930.0	41.0	44.0	20.0	2.0	74.0	163.0	16.0	65.0	18.0	135.0	20.0	121.0	3.0	90.0	23.0	24.0	36.0	104.0	130.0	12.0	20.0	28.0	6.0	67.0	408.0	23.0	32.0	258.0	28.0	27.0	93.0	55.0	44.0	29.0	465.0	773.0	46.0	487.0	230.0	3346.0	23.0	27.0	545.0	23.0	177.0	182.0	949.0	2.0	2379.0	356.0	170.0	17.0	5.0	61.0	507.0	130.0	16.0	462.0	19.0	765.0	110.0	537.0	90.0	1709.0	169.0	835.0	1336.0	5.0	91.0	5.0	48.0	11.0	218.0	1.0	300.0	1256.0	1355.0	72.0	82.0
k__Bacteria,p__Actinobacteria,c__Acidimicrobiia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__AKIW874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__EB1017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Iamiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Iamiaceae,g__Iamia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria,p__Actinobacteria,c__Actinobacteria	384.0	23.0	86.0	82.0	4.0	2.0	3939.0	5323.0	523.0	1113.0	134.0	281.0	1366.0	38.0	7.0	1.0	28.0	1.0	800.0	271.0	0.0	14.0	452.0	1622.0	567.0	38.0	12.0	15.0	1133.0	26.0	219.0	1677.0	0.0	47.0	5489.0	981.0	6.0	25.0	28.0	12.0	6.0	12.0	9.0	3.0	5.0	7.0	283.0	6592.0	276.0	28.0	15.0	77.0	18.0	7.0	180.0	0.0	129.0	5.0	704.0	1943.0	160.0	282.0	199.0	1.0	2.0	7.0	238.0	7.0	143.0	158.0	571.0	12.0	1959.0	1.0	49.0	996.0	59.0	278.0	5.0	9935.0	3.0	1008.0	622.0	56.0	8.0	2.0	219.0	41.0	0.0	42.0	743.0	52.0	63.0	32.0	30.0	3871.0	365.0	529.0	128.0	3.0	30.0	9.0	31.0	16.0	94.0	0.0	5082.0	32.0	9.0	74.0	490.0	8.0	13.0	71.0	374.0	6.0	139.0	1.0	12.0	896.0	651.0	5.0	4.0	4842.0	41.0	2.0	101.0	28.0	6.0	15.0	7.0	26.0	12.0	15.0	3.0	15.0	970.0	10.0	0.0	2.0	48.0	5.0	1.0	14.0	37.0	126.0	2.0	106.0	8.0	27.0	2.0	3.0	1306.0	37.0	1.0	0.0	839.0	28.0	41.0	20.0	0.0	22.0	129.0	11.0	1.0	9.0	16.0	3.0	3.0	2.0	81.0	21.0	17.0	26.0	98.0	70.0	0.0	11.0	26.0	0.0	0.0	397.0	18.0	16.0	191.0	18.0	5.0	48.0	18.0	42.0	19.0	454.0	688.0	42.0	485.0	218.0	3266.0	19.0	6.0	535.0	3.0	139.0	103.0	547.0	1.0	2119.0	290.0	110.0	0.0	5.0	48.0	506.0	92.0	12.0	407.0	4.0	736.0	38.0	523.0	78.0	1490.0	155.0	196.0	1261.0	3.0	51.0	3.0	3.0	1.0	171.0	1.0	125.0	1123.0	1315.0	23.0	8.0
k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales	6.0	23.0	4.0	22.0	0.0	0.0	3901.0	3.0	418.0	1047.0	6.0	69.0	671.0	7.0	4.0	1.0	20.0	1.0	4.0	240.0	0.0	0.0	4.0	1473.0	20.0	34.0	8.0	7.0	54.0	26.0	3.0	13.0	0.0	2.0	5487.0	26.0	1.0	9.0	20.0	9.0	4.0	0.0	9.0	2.0	3.0	7.0	201.0	6500.0	9.0	28.0	7.0	7.0	16.0	5.0	132.0	0.0	129.0	5.0	2.0	71.0	50.0	194.0	53.0	0.0	2.0	6.0	8.0	6.0	17.0	8.0	0.0	1.0	143.0	0.0	1.0	909.0	59.0	183.0	2.0	9806.0	3.0	577.0	217.0	0.0	2.0	2.0	217.0	39.0	0.0	5.0	195.0	5.0	7.0	6.0	4.0	218.0	5.0	16.0	18.0	1.0	27.0	9.0	0.0	16.0	4.0	0.0	5070.0	14.0	8.0	1.0	15.0	8.0	13.0	21.0	16.0	5.0	8.0	0.0	11.0	896.0	503.0	3.0	4.0	3983.0	0.0	2.0	10.0	0.0	4.0	10.0	7.0	0.0	12.0	13.0	3.0	13.0	936.0	7.0	0.0	2.0	0.0	5.0	0.0	0.0	11.0	125.0	2.0	7.0	8.0	23.0	1.0	3.0	1303.0	1.0	1.0	0.0	96.0	1.0	37.0	19.0	0.0	16.0	128.0	1.0	0.0	9.0	2.0	0.0	3.0	2.0	81.0	18.0	16.0	1.0	0.0	6.0	0.0	9.0	17.0	0.0	0.0	357.0	13.0	0.0	190.0	1.0	5.0	24.0	0.0	2.0	2.0	453.0	17.0	3.0	485.0	0.0	3264.0	9.0	0.0	9.0	2.0	18.0	74.0	498.0	1.0	363.0	0.0	3.0	0.0	1.0	27.0	5.0	24.0	12.0	2.0	3.0	734.0	2.0	17.0	27.0	10.0	5.0	67.0	903.0	3.0	3.0	2.0	0.0	1.0	6.0	1.0	6.0	1106.0	585.0	0.0	3.0
